Simulation Iteration Time Var1 Var2 Var3 Var4
2.00000 4891.00 6.16028 4635.00 86.0000 8.00000 107.000
1.00000 4901.00 6.17381 4676.00 54.0000 22.0000 91.0000
2.00000 4901.00 6.17170 4643.00 86.0000 8.00000 107.000
1.00000 4911.00 6.18699 4685.00 54.0000 21.0000 91.0000
2.00000 4911.00 6.18523 4653.00 86.0000 8.00000 107.000
1.00000 4921.00 6.20594 4695.00 54.0000 21.0000 91.0000
2.00000 4921.00 6.20148 4663.00 86.0000 8.00000 107.000
1.00000 4931.00 6.21512 4703.00 54.0000 21.0000 91.0000
2.00000 4931.00 6.21526 4673.00 86.0000 8.00000 107.000
1.00000 4941.00 6.22486 4713.00 54.0000 21.0000 91.0000
2.00000 4941.00 6.22336 4681.00 87.0000 8.00000 107.000
1.00000 4951.00 6.23463 4721.00 55.0000 21.0000 91.0000
2.00000 4951.00 6.23116 4690.00 87.0000 7.00000 107.000
1.00000 4961.00 6.24756 4731.00 55.0000 21.0000 91.0000
2.00000 4961.00 6.23921 4700.00 87.0000 7.00000 107.000
1.00000 4971.00 6.25787 4740.00 55.0000 20.0000 91.0000
2.00000 4971.00 6.24693 4706.00 88.0000 7.00000 107.000
1.00000 4981.00 6.26972 4749.00 55.0000 19.0000 91.0000
2.00000 4981.00 6.25518 4716.00 88.0000 7.00000 107.000
1.00000 4991.00 6.28532 4759.00 55.0000 19.0000 91.0000
2.00000 4991.00 6.27553 4726.00 88.0000 7.00000 107.000
1.00000 5001.00 6.29272 4769.00 55.0000 19.0000 91.0000
2.00000 5001.00 6.28837 4736.00 88.0000 7.00000 107.000
1.00000 5011.00 6.30475 4779.00 55.0000 19.0000 91.0000
2.00000 5011.00 6.29959 4744.00 88.0000 7.00000 107.000
1.00000 5021.00 6.31560 4789.00 55.0000 19.0000 91.0000
2.00000 5021.00 6.30602 4754.00 88.0000 7.00000 107.000
1.00000 5031.00 6.32955 4799.00 55.0000 19.0000 91.0000
2.00000 5031.00 6.32136 4763.00 88.0000 7.00000 106.000
1.00000 5041.00 6.33962 4808.00 54.0000 19.0000 91.0000
2.00000 5041.00 6.33412 4773.00 88.0000 7.00000 106.000
1.00000 5051.00 6.34950 4816.00 54.0000 19.0000 91.0000
2.00000 5051.00 6.34483 4783.00 88.0000 7.00000 106.000
1.00000 5061.00 6.35584 4826.00 54.0000 19.0000 91.0000
2.00000 5061.00 6.35597 4792.00 87.0000 7.00000 106.000
1.00000 5071.00 6.37208 4830.00 54.0000 19.0000 90.0000
2.00000 5071.00 6.36903 4802.00 87.0000 7.00000 106.000
1.00000 5081.00 6.38537 4839.00 54.0000 18.0000 90.0000
2.00000 5081.00 6.38327 4811.00 87.0000 7.00000 105.000
1.00000 5091.00 6.39303 4847.00 54.0000 17.0000 89.0000
2.00000 5091.00 6.39426 4821.00 87.0000 7.00000 105.000
1.00000 5101.00 6.40352 4855.00 54.0000 17.0000 89.0000
2.00000 5101.00 6.40814 4830.00 87.0000 6.00000 105.000
1.00000 5111.00 6.41834 4865.00 54.0000 17.0000 89.0000
2.00000 5111.00 6.41987 4839.00 86.0000 6.00000 105.000
1.00000 5121.00 6.43690 4873.00 54.0000 17.0000 89.0000
2.00000 5121.00 6.43283 4849.00 86.0000 6.00000 105.000
1.00000 5131.00 6.44889 4882.00 54.0000 16.0000 89.0000
2.00000 5131.00 6.44585 4858.00 85.0000 6.00000 105.000
1.00000 5141.00 6.46513 4891.00 54.0000 15.0000 89.0000
2.00000 5141.00 6.46373 4868.00 85.0000 6.00000 105.000
1.00000 5151.00 6.47496 4901.00 54.0000 15.0000 89.0000
2.00000 5151.00 6.47750 4874.00 86.0000 6.00000 105.000
1.00000 5161.00 6.49079 4910.00 54.0000 15.0000 88.0000
2.00000 5161.00 6.48566 4884.00 86.0000 6.00000 105.000
1.00000 5171.00 6.50417 4918.00 54.0000 15.0000 88.0000
2.00000 5171.00 6.49589 4891.00 86.0000 6.00000 105.000
1.00000 5181.00 6.51582 4928.00 54.0000 15.0000 88.0000
2.00000 5181.00 6.51479 4901.00 86.0000 6.00000 105.000
1.00000 5191.00 6.52851 4938.00 54.0000 15.0000 88.0000
2.00000 5191.00 6.52338 4910.00 85.0000 6.00000 105.000
1.00000 5201.00 6.54453 4948.00 54.0000 15.0000 88.0000
2.00000 5201.00 6.53715 4920.00 85.0000 6.00000 105.000
1.00000 5211.00 6.56494 4956.00 54.0000 15.0000 88.0000
2.00000 5211.00 6.54980 4930.00 85.0000 6.00000 105.000
1.00000 5221.00 6.57971 4966.00 54.0000 15.0000 88.0000
2.00000 5221.00 6.56195 4940.00 85.0000 6.00000 105.000
1.00000 5231.00 6.58636 4976.00 54.0000 15.0000 88.0000
2.00000 5231.00 6.57537 4948.00 85.0000 6.00000 105.000
1.00000 5241.00 6.59861 4986.00 54.0000 15.0000 88.0000
2.00000 5241.00 6.58186 4956.00 85.0000 6.00000 105.000
1.00000 5251.00 6.60707 4996.00 54.0000 15.0000 88.0000
2.00000 5251.00 6.59277 4966.00 85.0000 6.00000 105.000
1.00000 5261.00 6.62165 5006.00 54.0000 15.0000 88.0000
2.00000 5261.00 6.60359 4974.00 85.0000 6.00000 105.000
1.00000 5271.00 6.63628 5016.00 54.0000 15.0000 88.0000
2.00000 5271.00 6.61655 4984.00 85.0000 6.00000 105.000
1.00000 5281.00 6.64598 5025.00 54.0000 15.0000 87.0000
2.00000 5281.00 6.62342 4994.00 85.0000 6.00000 105.000
1.00000 5291.00 6.65296 5034.00 54.0000 14.0000 88.0000
2.00000 5291.00 6.63288 5002.00 86.0000 6.00000 105.000
1.00000 5301.00 6.66076 5044.00 54.0000 14.0000 88.0000
2.00000 5301.00 6.64538 5012.00 86.0000 6.00000 105.000
1.00000 5311.00 6.67475 5053.00 53.0000 14.0000 88.0000
2.00000 5311.00 6.65652 5022.00 86.0000 6.00000 105.000
1.00000 5321.00 6.68442 5063.00 53.0000 14.0000 88.0000
2.00000 5321.00 6.66683 5032.00 86.0000 6.00000 105.000
1.00000 5331.00 6.69814 5072.00 53.0000 14.0000 87.0000
2.00000 5331.00 6.67994 5040.00 87.0000 6.00000 105.000
1.00000 5341.00 6.71045 5080.00 52.0000 13.0000 87.0000
2.00000 5341.00 6.69224 5050.00 87.0000 6.00000 105.000
1.00000 5351.00 6.71698 5089.00 52.0000 13.0000 86.0000
2.00000 5351.00 6.70035 5059.00 87.0000 5.00000 105.000
1.00000 5361.00 6.72938 5098.00 52.0000 12.0000 86.0000
2.00000 5361.00 6.70884 5069.00 87.0000 5.00000 105.000
1.00000 5371.00 6.74700 5106.00 52.0000 12.0000 86.0000
2.00000 5371.00 6.72250 5079.00 87.0000 5.00000 105.000
1.00000 5381.00 6.76325 5116.00 52.0000 12.0000 86.0000
2.00000 5381.00 6.73371 5089.00 87.0000 5.00000 105.000
1.00000 5391.00 6.77842 5126.00 52.0000 12.0000 86.0000
2.00000 5391.00 6.75334 5098.00 87.0000 4.00000 105.000
1.00000 5401.00 6.78708 5136.00 52.0000 12.0000 86.0000
2.00000 5401.00 6.76408 5108.00 87.0000 4.00000 105.000
1.00000 5411.00 6.79950 5145.00 52.0000 12.0000 85.0000
2.00000 5411.00 6.77787 5118.00 87.0000 4.00000 105.000
1.00000 5421.00 6.80847 5155.00 52.0000 12.0000 85.0000
2.00000 5421.00 6.78902 5128.00 87.0000 4.00000 105.000
1.00000 5431.00 6.81653 5165.00 52.0000 12.0000 85.0000
2.00000 5431.00 6.79507 5138.00 87.0000 4.00000 105.000
1.00000 5441.00 6.82909 5173.00 51.0000 12.0000 84.0000
2.00000 5441.00 6.80865 5147.00 86.0000 4.00000 105.000
1.00000 5451.00 6.83704 5182.00 50.0000 12.0000 84.0000
2.00000 5451.00 6.81899 5156.00 86.0000 3.00000 105.000
1.00000 5461.00 6.85144 5186.00 51.0000 11.0000 83.0000
2.00000 5461.00 6.83339 5166.00 86.0000 3.00000 105.000
1.00000 5471.00 6.86456 5196.00 51.0000 11.0000 83.0000
2.00000 5471.00 6.84267 5175.00 86.0000 2.00000 105.000
1.00000 5481.00 6.87717 5206.00 51.0000 11.0000 83.0000
2.00000 5481.00 6.85700 5185.00 86.0000 2.00000 105.000
1.00000 5491.00 6.88684 5216.00 51.0000 11.0000 83.0000
2.00000 5491.00 6.87581 5193.00 86.0000 2.00000 105.000
1.00000 5501.00 6.89637 5226.00 51.0000 11.0000 83.0000
2.00000 5501.00 6.88904 5203.00 86.0000 2.00000 105.000
1.00000 5511.00 6.90351 5235.00 51.0000 11.0000 82.0000
2.00000 5511.00 6.90064 5213.00 86.0000 2.00000 105.000
1.00000 5521.00 6.92303 5245.00 51.0000 11.0000 82.0000
2.00000 5521.00 6.91044 5222.00 86.0000 1.00000 105.000
1.00000 5531.00 6.93425 5255.00 51.0000 11.0000 82.0000
2.00000 5531.00 6.92006 5230.00 87.0000 1.00000 105.000
1.00000 5541.00 6.94518 5265.00 51.0000 11.0000 82.0000
2.00000 5541.00 6.93073 5240.00 87.0000 1.00000 105.000
1.00000 5551.00 6.95474 5273.00 51.0000 11.0000 82.0000
2.00000 5551.00 6.94585 5250.00 87.0000 1.00000 105.000
1.00000 5561.00 6.96658 5282.00 51.0000 10.0000 83.0000
2.00000 5561.00 6.95310 5258.00 88.0000 1.00000 105.000
1.00000 5571.00 6.98018 5291.00 50.0000 10.0000 83.0000
2.00000 5571.00 6.96582 5268.00 88.0000 1.00000 105.000
1.00000 5581.00 6.98902 5300.00 49.0000 10.0000 83.0000
2.00000 5581.00 6.97884 5278.00 88.0000 1.00000 105.000
1.00000 5591.00 7.00172 5307.00 48.0000 8.00000 84.0000
2.00000 5591.00 6.99273 5287.00 88.0000 0.00000 106.000
1.00000 5601.00 7.01714 5317.00 48.0000 8.00000 84.0000
2.00000 5601.00 7.00419 5297.00 88.0000 0.00000 106.000
1.00000 5611.00 7.03003 5327.00 48.0000 8.00000 84.0000
2.00000 5611.00 7.02051 5306.00 88.0000 -1.00000 106.000
1.00000 5621.00 7.03762 5337.00 48.0000 8.00000 84.0000
2.00000 5621.00 7.04042 5315.00 88.0000 -2.00000 106.000
1.00000 5631.00 7.05732 5344.00 48.0000 6.00000 85.0000
2.00000 5631.00 7.05110 5325.00 88.0000 -2.00000 106.000
1.00000 5641.00 7.07624 5354.00 48.0000 6.00000 85.0000
2.00000 5641.00 7.06097 5335.00 88.0000 -2.00000 106.000
1.00000 5651.00 7.08684 5363.00 47.0000 6.00000 85.0000
2.00000 5651.00 7.07270 5345.00 88.0000 -2.00000 106.000
1.00000 5661.00 7.09521 5371.00 47.0000 5.00000 85.0000
2.00000 5661.00 7.08666 5355.00 88.0000 -2.00000 106.000
1.00000 5671.00 7.10502 5379.00 47.0000 5.00000 85.0000
2.00000 5671.00 7.10071 5365.00 88.0000 -2.00000 106.000
1.00000 5681.00 7.12033 5386.00 46.0000 5.00000 85.0000
2.00000 5681.00 7.11071 5375.00 88.0000 -2.00000 106.000
1.00000 5691.00 7.13557 5394.00 46.0000 5.00000 85.0000
2.00000 5691.00 7.11947 5385.00 88.0000 -2.00000 106.000
1.00000 5701.00 7.14146 5402.00 46.0000 5.00000 85.0000
2.00000 5701.00 7.12973 5392.00 88.0000 -3.00000 106.000
1.00000 5711.00 7.15258 5412.00 46.0000 5.00000 85.0000
2.00000 5711.00 7.14169 5401.00 88.0000 -3.00000 105.000
1.00000 5721.00 7.16892 5421.00 46.0000 4.00000 86.0000
2.00000 5721.00 7.16322 5411.00 88.0000 -3.00000 105.000
1.00000 5731.00 7.18166 5431.00 46.0000 4.00000 86.0000
2.00000 5731.00 7.17421 5421.00 88.0000 -3.00000 105.000
1.00000 5741.00 7.20085 5441.00 46.0000 4.00000 86.0000
2.00000 5741.00 7.18769 5428.00 88.0000 -3.00000 104.000
1.00000 5751.00 7.20957 5450.00 46.0000 3.00000 86.0000
2.00000 5751.00 7.19557 5438.00 88.0000 -3.00000 104.000
1.00000 5761.00 7.22160 5460.00 46.0000 3.00000 86.0000
2.00000 5761.00 7.21567 5448.00 88.0000 -3.00000 104.000
1.00000 5771.00 7.22745 5468.00 47.0000 3.00000 86.0000
2.00000 5771.00 7.23231 5457.00 88.0000 -4.00000 104.000
1.00000 5781.00 7.24114 5477.00 47.0000 2.00000 86.0000
2.00000 5781.00 7.24521 5467.00 88.0000 -4.00000 104.000
1.00000 5791.00 7.25783 5485.00 48.0000 2.00000 86.0000
2.00000 5791.00 7.25542 5477.00 88.0000 -4.00000 104.000
1.00000 5801.00 7.27518 5495.00 48.0000 2.00000 86.0000
2.00000 5801.00 7.26610 5487.00 88.0000 -4.00000 104.000
1.00000 5811.00 7.27759 5505.00 48.0000 2.00000 86.0000
2.00000 5811.00 7.28818 5496.00 87.0000 -4.00000 104.000
1.00000 5821.00 7.29150 5515.00 48.0000 2.00000 86.0000
2.00000 5821.00 7.30494 5506.00 87.0000 -4.00000 104.000
1.00000 5831.00 7.31260 5523.00 48.0000 2.00000 86.0000
2.00000 5831.00 7.31521 5516.00 87.0000 -4.00000 104.000
1.00000 5841.00 7.32410 5533.00 48.0000 2.00000 86.0000
2.00000 5841.00 7.33320 5526.00 87.0000 -4.00000 104.000
1.00000 5851.00 7.34251 5542.00 47.0000 2.00000 86.0000
2.00000 5851.00 7.34195 5536.00 87.0000 -4.00000 104.000
1.00000 5861.00 7.35578 5550.00 46.0000 2.00000 85.0000
2.00000 5861.00 7.35410 5545.00 87.0000 -5.00000 105.000
1.00000 5871.00 7.36344 5560.00 46.0000 2.00000 85.0000
2.00000 5871.00 7.36319 5555.00 87.0000 -5.00000 105.000
1.00000 5881.00 7.37577 5570.00 46.0000 2.00000 85.0000
2.00000 5881.00 7.37772 5565.00 87.0000 -5.00000 105.000
1.00000 5891.00 7.39238 5580.00 46.0000 2.00000 85.0000
2.00000 5891.00 7.39191 5573.00 87.0000 -5.00000 105.000
1.00000 5901.00 7.40527 5589.00 46.0000 1.00000 85.0000
2.00000 5901.00 7.39892 5582.00 87.0000 -6.00000 105.000
1.00000 5911.00 7.42260 5598.00 46.0000 0.00000 85.0000
2.00000 5911.00 7.41541 5592.00 87.0000 -6.00000 105.000
1.00000 5921.00 7.43961 5608.00 46.0000 0.00000 85.0000
2.00000 5921.00 7.43479 5602.00 87.0000 -6.00000 105.000
1.00000 5931.00 7.45277 5618.00 46.0000 0.00000 85.0000
2.00000 5931.00 7.44448 5610.00 88.0000 -6.00000 105.000
1.00000 5941.00 7.47276 5627.00 45.0000 1.00000 85.0000
2.00000 5941.00 7.46452 5620.00 88.0000 -6.00000 105.000
1.00000 5951.00 7.48771 5636.00 45.0000 1.00000 84.0000
2.00000 5951.00 7.47462 5630.00 88.0000 -6.00000 105.000
1.00000 5961.00 7.50337 5645.00 45.0000 0.00000 84.0000
2.00000 5961.00 7.48619 5637.00 87.0000 -6.00000 105.000
1.00000 5971.00 7.51980 5654.00 44.0000 0.00000 84.0000
2.00000 5971.00 7.50464 5647.00 87.0000 -6.00000 105.000
1.00000 5981.00 7.53910 5664.00 44.0000 0.00000 84.0000
2.00000 5981.00 7.51530 5657.00 87.0000 -6.00000 105.000
1.00000 5991.00 7.55361 5672.00 44.0000 0.00000 84.0000
2.00000 5991.00 7.52663 5666.00 86.0000 -6.00000 105.000
1.00000 6001.00 7.57076 5679.00 44.0000 0.00000 84.0000
2.00000 6001.00 7.54094 5676.00 86.0000 -6.00000 105.000
1.00000 6011.00 7.58325 5687.00 44.0000 0.00000 84.0000
2.00000 6011.00 7.55200 5686.00 86.0000 -6.00000 105.000
1.00000 6021.00 7.59706 5697.00 44.0000 0.00000 84.0000
2.00000 6021.00 7.56442 5694.00 86.0000 -6.00000 105.000
1.00000 6031.00 7.60663 5706.00 43.0000 0.00000 84.0000
2.00000 6031.00 7.57396 5704.00 86.0000 -6.00000 105.000
1.00000 6041.00 7.61722 5716.00 43.0000 0.00000 84.0000
2.00000 6041.00 7.59139 5712.00 87.0000 -6.00000 105.000
1.00000 6051.00 7.62794 5726.00 43.0000 0.00000 84.0000
2.00000 6051.00 7.60336 5722.00 87.0000 -6.00000 105.000
1.00000 6061.00 7.64083 5736.00 43.0000 0.00000 84.0000
2.00000 6061.00 7.61334 5732.00 87.0000 -6.00000 105.000
1.00000 6071.00 7.65503 5746.00 43.0000 0.00000 84.0000
2.00000 6071.00 7.62234 5742.00 87.0000 -6.00000 105.000
1.00000 6081.00 7.66899 5756.00 43.0000 0.00000 84.0000
2.00000 6081.00 7.63793 5748.00 87.0000 -7.00000 106.000
1.00000 6091.00 7.68028 5766.00 43.0000 0.00000 84.0000
2.00000 6091.00 7.65237 5758.00 87.0000 -7.00000 106.000
1.00000 6101.00 7.69098 5775.00 43.0000 -1.00000 84.0000
2.00000 6101.00 7.66089 5768.00 87.0000 -7.00000 106.000
1.00000 6111.00 7.71243 5785.00 43.0000 -1.00000 84.0000
2.00000 6111.00 7.67313 5776.00 88.0000 -7.00000 106.000
1.00000 6121.00 7.72270 5795.00 43.0000 -1.00000 84.0000
2.00000 6121.00 7.68272 5784.00 88.0000 -7.00000 106.000
1.00000 6131.00 7.73915 5804.00 42.0000 -1.00000 84.0000
2.00000 6131.00 7.69847 5790.00 89.0000 -7.00000 106.000
1.00000 6141.00 7.75103 5814.00 42.0000 -1.00000 84.0000
2.00000 6141.00 7.70779 5799.00 89.0000 -8.00000 107.000
1.00000 6151.00 7.75984 5823.00 41.0000 -1.00000 84.0000
2.00000 6151.00 7.71883 5806.00 90.0000 -9.00000 107.000
1.00000 6161.00 7.77655 5833.00 41.0000 -1.00000 84.0000
2.00000 6161.00 7.72627 5815.00 89.0000 -9.00000 107.000
1.00000 6171.00 7.78333 5842.00 41.0000 -2.00000 84.0000
2.00000 6171.00 7.73747 5823.00 89.0000 -9.00000 107.000
1.00000 6181.00 7.80281 5852.00 41.0000 -2.00000 84.0000
2.00000 6181.00 7.74498 5831.00 90.0000 -9.00000 107.000
1.00000 6191.00 7.81564 5861.00 40.0000 -2.00000 84.0000
2.00000 6191.00 7.77508 5841.00 90.0000 -9.00000 107.000
1.00000 6201.00 7.83201 5871.00 40.0000 -2.00000 84.0000
2.00000 6201.00 7.78707 5850.00 89.0000 -9.00000 107.000
1.00000 6211.00 7.84418 5881.00 40.0000 -2.00000 84.0000
2.00000 6211.00 7.80383 5859.00 89.0000 -10.0000 107.000
1.00000 6221.00 7.85611 5891.00 40.0000 -2.00000 84.0000
2.00000 6221.00 7.81928 5869.00 89.0000 -10.0000 107.000
1.00000 6231.00 7.86927 5901.00 40.0000 -2.00000 84.0000
2.00000 6231.00 7.83217 5879.00 89.0000 -10.0000 107.000
1.00000 6241.00 7.88061 5911.00 40.0000 -2.00000 84.0000
2.00000 6241.00 7.84370 5888.00 88.0000 -10.0000 107.000
1.00000 6251.00 7.89562 5919.00 41.0000 -2.00000 84.0000
2.00000 6251.00 7.85372 5898.00 88.0000 -10.0000 107.000
1.00000 6261.00 7.90872 5929.00 41.0000 -2.00000 84.0000
2.00000 6261.00 7.86213 5908.00 88.0000 -10.0000 107.000
1.00000 6271.00 7.91647 5937.00 41.0000 -2.00000 84.0000
2.00000 6271.00 7.87841 5918.00 88.0000 -10.0000 107.000
1.00000 6281.00 7.94374 5945.00 41.0000 -2.00000 84.0000
2.00000 6281.00 7.88926 5928.00 88.0000 -10.0000 107.000
1.00000 6291.00 7.95535 5955.00 41.0000 -2.00000 84.0000
2.00000 6291.00 7.89590 5938.00 88.0000 -10.0000 107.000
1.00000 6301.00 7.96758 5965.00 41.0000 -2.00000 84.0000
2.00000 6301.00 7.90332 5948.00 88.0000 -10.0000 107.000
1.00000 6311.00 7.97542 5975.00 41.0000 -2.00000 84.0000
2.00000 6311.00 7.91964 5958.00 88.0000 -10.0000 107.000
1.00000 6321.00 7.98695 5984.00 41.0000 -3.00000 85.0000
2.00000 6321.00 7.92477 5968.00 88.0000 -10.0000 107.000
1.00000 6331.00 8.00689 5994.00 41.0000 -3.00000 85.0000
2.00000 6331.00 7.93975 5977.00 87.0000 -9.00000 107.000
1.00000 6341.00 8.02361 6003.00 41.0000 -3.00000 84.0000
2.00000 6341.00 7.94966 5987.00 87.0000 -9.00000 107.000
1.00000 6351.00 8.03613 6013.00 41.0000 -3.00000 84.0000
2.00000 6351.00 7.96175 5995.00 87.0000 -9.00000 107.000
1.00000 6361.00 8.05159 6021.00 42.0000 -3.00000 84.0000
2.00000 6361.00 7.97503 6003.00 87.0000 -9.00000 107.000
1.00000 6371.00 8.06015 6031.00 42.0000 -3.00000 84.0000
2.00000 6371.00 7.98988 6009.00 87.0000 -9.00000 107.000
1.00000 6381.00 8.08002 6041.00 42.0000 -3.00000 84.0000
2.00000 6381.00 7.99834 6019.00 87.0000 -9.00000 107.000
1.00000 6391.00 8.09194 6051.00 42.0000 -3.00000 84.0000
2.00000 6391.00 8.00999 6029.00 87.0000 -9.00000 107.000
1.00000 6401.00 8.10672 6057.00 42.0000 -3.00000 84.0000
2.00000 6401.00 8.03590 6039.00 87.0000 -9.00000 107.000
1.00000 6411.00 8.11769 6067.00 42.0000 -3.00000 84.0000
2.00000 6411.00 8.05494 6049.00 87.0000 -9.00000 107.000
1.00000 6421.00 8.12691 6077.00 42.0000 -3.00000 84.0000
2.00000 6421.00 8.07004 6059.00 87.0000 -9.00000 107.000
1.00000 6431.00 8.13395 6087.00 42.0000 -3.00000 84.0000
2.00000 6431.00 8.08214 6068.00 87.0000 -10.0000 107.000
1.00000 6441.00 8.14725 6095.00 42.0000 -3.00000 84.0000
2.00000 6441.00 8.09075 6075.00 87.0000 -10.0000 107.000
1.00000 6451.00 8.15305 6105.00 42.0000 -3.00000 84.0000
2.00000 6451.00 8.10135 6084.00 86.0000 -10.0000 107.000
1.00000 6461.00 8.17156 6115.00 42.0000 -3.00000 84.0000
2.00000 6461.00 8.10805 6094.00 86.0000 -10.0000 107.000
1.00000 6471.00 8.18060 6124.00 42.0000 -4.00000 84.0000
2.00000 6471.00 8.12454 6104.00 86.0000 -10.0000 107.000
1.00000 6481.00 8.18928 6134.00 42.0000 -4.00000 84.0000
2.00000 6481.00 8.13502 6112.00 87.0000 -10.0000 107.000
1.00000 6491.00 8.20912 6144.00 42.0000 -4.00000 84.0000
2.00000 6491.00 8.14739 6119.00 88.0000 -11.0000 107.000
1.00000 6501.00 8.22042 6152.00 40.0000 -4.00000 84.0000
2.00000 6501.00 8.15709 6127.00 88.0000 -11.0000 107.000
1.00000 6511.00 8.24284 6159.00 38.0000 -5.00000 85.0000
2.00000 6511.00 8.16611 6137.00 88.0000 -11.0000 107.000
1.00000 6521.00 8.25697 6169.00 38.0000 -5.00000 85.0000
2.00000 6521.00 8.17853 6143.00 89.0000 -11.0000 107.000
1.00000 6531.00 8.27027 6179.00 38.0000 -5.00000 85.0000
2.00000 6531.00 8.18741 6153.00 89.0000 -11.0000 107.000
1.00000 6541.00 8.28583 6187.00 38.0000 -6.00000 84.0000
2.00000 6541.00 8.19682 6163.00 89.0000 -11.0000 107.000
1.00000 6551.00 8.30689 6196.00 38.0000 -6.00000 83.0000
2.00000 6551.00 8.20780 6172.00 88.0000 -10.0000 107.000
1.00000 6561.00 8.31819 6206.00 38.0000 -6.00000 83.0000
2.00000 6561.00 8.21516 6180.00 89.0000 -10.0000 107.000
1.00000 6571.00 8.33099 6216.00 38.0000 -6.00000 83.0000
2.00000 6571.00 8.22366 6190.00 89.0000 -10.0000 107.000
1.00000 6581.00 8.33935 6226.00 38.0000 -6.00000 83.0000
2.00000 6581.00 8.24071 6200.00 89.0000 -10.0000 107.000
1.00000 6591.00 8.35754 6234.00 38.0000 -6.00000 83.0000
2.00000 6591.00 8.25344 6210.00 89.0000 -10.0000 107.000
1.00000 6601.00 8.37441 6244.00 38.0000 -6.00000 83.0000
2.00000 6601.00 8.26971 6219.00 88.0000 -10.0000 107.000
1.00000 6611.00 8.38039 6254.00 38.0000 -6.00000 83.0000
2.00000 6611.00 8.28412 6228.00 88.0000 -11.0000 107.000
1.00000 6621.00 8.39284 6264.00 38.0000 -6.00000 83.0000
2.00000 6621.00 8.30525 6238.00 88.0000 -11.0000 107.000
1.00000 6631.00 8.40530 6273.00 38.0000 -7.00000 84.0000
2.00000 6631.00 8.33209 6248.00 88.0000 -11.0000 107.000
1.00000 6641.00 8.41403 6283.00 38.0000 -7.00000 84.0000
2.00000 6641.00 8.33922 6256.00 88.0000 -11.0000 107.000
1.00000 6651.00 8.42011 6293.00 38.0000 -7.00000 84.0000
2.00000 6651.00 8.35110 6264.00 89.0000 -11.0000 107.000
1.00000 6661.00 8.43304 6303.00 38.0000 -7.00000 84.0000
2.00000 6661.00 8.35834 6274.00 89.0000 -11.0000 107.000
1.00000 6671.00 8.44263 6312.00 38.0000 -8.00000 84.0000
2.00000 6671.00 8.37753 6284.00 89.0000 -11.0000 107.000
1.00000 6681.00 8.45955 6321.00 37.0000 -8.00000 84.0000
2.00000 6681.00 8.38689 6292.00 89.0000 -11.0000 107.000
1.00000 6691.00 8.47356 6331.00 37.0000 -8.00000 84.0000
2.00000 6691.00 8.39808 6302.00 89.0000 -11.0000 107.000
1.00000 6701.00 8.48261 6340.00 36.0000 -8.00000 84.0000
2.00000 6701.00 8.41418 6311.00 88.0000 -11.0000 107.000
1.00000 6711.00 8.50199 6349.00 36.0000 -9.00000 84.0000
2.00000 6711.00 8.42841 6321.00 88.0000 -11.0000 107.000
1.00000 6721.00 8.51517 6359.00 36.0000 -9.00000 84.0000
2.00000 6721.00 8.43996 6331.00 88.0000 -11.0000 107.000
1.00000 6731.00 8.52261 6369.00 36.0000 -9.00000 84.0000
2.00000 6731.00 8.44903 6337.00 87.0000 -10.0000 107.000
1.00000 6741.00 8.54219 6377.00 37.0000 -9.00000 84.0000
2.00000 6741.00 8.46088 6346.00 86.0000 -10.0000 107.000
1.00000 6751.00 8.55104 6387.00 37.0000 -9.00000 84.0000
2.00000 6751.00 8.47143 6355.00 85.0000 -10.0000 107.000
1.00000 6761.00 8.56872 6395.00 38.0000 -9.00000 84.0000
2.00000 6761.00 8.48555 6364.00 84.0000 -10.0000 107.000
1.00000 6771.00 8.57831 6405.00 38.0000 -9.00000 84.0000
2.00000 6771.00 8.49428 6374.00 84.0000 -10.0000 107.000
1.00000 6781.00 8.59339 6415.00 38.0000 -9.00000 84.0000
2.00000 6781.00 8.51028 6380.00 83.0000 -11.0000 107.000
1.00000 6791.00 8.61141 6425.00 38.0000 -9.00000 84.0000
2.00000 6791.00 8.52137 6390.00 83.0000 -11.0000 107.000
1.00000 6801.00 8.62221 6435.00 38.0000 -9.00000 84.0000
2.00000 6801.00 8.53061 6400.00 83.0000 -11.0000 107.000
1.00000 6811.00 8.63100 6444.00 38.0000 -10.0000 85.0000
2.00000 6811.00 8.54531 6410.00 83.0000 -11.0000 107.000
1.00000 6821.00 8.64894 6454.00 38.0000 -10.0000 85.0000
2.00000 6821.00 8.56086 6420.00 83.0000 -11.0000 107.000
1.00000 6831.00 8.66098 6463.00 38.0000 -10.0000 84.0000
2.00000 6831.00 8.57036 6430.00 83.0000 -11.0000 107.000
1.00000 6841.00 8.66796 6473.00 38.0000 -10.0000 84.0000
2.00000 6841.00 8.58399 6439.00 82.0000 -11.0000 107.000
1.00000 6851.00 8.68135 6482.00 38.0000 -11.0000 84.0000
2.00000 6851.00 8.58953 6449.00 82.0000 -11.0000 107.000
1.00000 6861.00 8.69545 6489.00 39.0000 -11.0000 83.0000
2.00000 6861.00 8.60787 6456.00 82.0000 -12.0000 108.000
1.00000 6871.00 8.71927 6499.00 39.0000 -11.0000 83.0000
2.00000 6871.00 8.62193 6466.00 82.0000 -12.0000 108.000
1.00000 6881.00 8.72845 6509.00 39.0000 -11.0000 83.0000
2.00000 6881.00 8.63677 6474.00 82.0000 -12.0000 108.000
